track_name,album_name,artist_name,ms_played
"Crazy, Classic, Life",Dirty Computer,Janelle Monáe,5618
NICE,EVERYTHING IS LOVE,The Carters,233680
IN YOUR EYES,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,214453
SWEET ★ HONEY ★ BUCKIIN',COWBOY CARTER,Beyoncé,296185
JACKIE BROWN,WASTELAND,Brent Faiyaz,169013
1 of 1,Bird's Eye,Ravyn Lenae,165007
Life's Too Short,Songs For You,Tinashe,191045
Video (feat. Ravyn Lenae),TIMELESS,KAYTRANADA,192017
In This Shirt,Mirror Mirror,The Irrepressibles,335146
FLAMENCO,COWBOY CARTER,Beyoncé,100364
Cariño,"Superclean, Vol. II",The Marías,258713
//aguardiente y limón %ᵕ‿‿ᵕ%,Sin Miedo (del Amor y Otros Demonios) ∞,Kali Uchis,161539
Slumber Party (feat. Princess Nokia),DEMIDEVIL,Ashnikko,178404
Lost in Translation,Chip Chrome & The Mono-Tones,The Neighbourhood,190226
wish i never,blue water road,Kehlani,4609
IHY2LN,IHY2LN + Marinate,Zack Fox,190099
Wat U Sed (feat. Doechii & Kal Banx),The House Is Burning,Isaiah Rashad,176682
RIP Young,The House Is Burning,Isaiah Rashad,158050
PSA,SOS Deluxe: LANA,SZA,99520
hey now (feat. dody6),GNX,Kendrick Lamar,217478
Apple,BRAT,Charli xcx,151739
365 featuring shygirl,Brat and it’s completely different but also still brat,Charli xcx,121273
Club classics,BRAT,Charli xcx,153526
Talk talk featuring troye sivan,Talk talk featuring troye sivan,Charli xcx,173076
B2b featuring tinashe,B2b featuring tinashe,Charli xcx,153387
Rush (feat. PinkPantheress & Hyunjin of Stray Kids),Rush (feat. PinkPantheress & Hyunjin of Stray Kids),Troye Sivan,172151
Tonight,Tonight,PinkPantheress,176897
Nice to meet you (feat. Central Cee),Heaven knows,PinkPantheress,162413
Conceited,SOS,SZA,58296
FLAMENCO,COWBOY CARTER,Beyoncé,99381
THE LINDA MARTELL SHOW,COWBOY CARTER,Beyoncé,317
MY ROSE,COWBOY CARTER,Beyoncé,53442
BLACKBIIRD,COWBOY CARTER,Beyoncé,131949
SMOKE HOUR ★ WILLIE NELSON,COWBOY CARTER,Beyoncé,2571
SWEET ★ HONEY ★ BUCKIIN',COWBOY CARTER,Beyoncé,295195
AMEN,COWBOY CARTER,Beyoncé,31
Haiku,Haiku,Jenevieve,212618
Poetic Justice,"good kid, m.A.A.d city",Kendrick Lamar,5776
I Can Change,This Is Happening,LCD Soundsystem,352003
All My Friends,Sound of Silver,LCD Soundsystem,25542
Dance Yrself Clean,This Is Happening,LCD Soundsystem,357530
Juna,Charm,Clairo,195109
90210 (feat. Kacy Hill),Rodeo,Travis Scott,339066
Blasé (feat. Future & Rae Sremmurd),Free TC,Ty Dolla $ign,285233
Time Undone,Time Undone,Kalu & The Electric Joint,181053
SCOOP (feat. Doja Cat),MONTERO,Lil Nas X,174164
Lucky,Where the Butterflies Go in the Rain,Raveena,226306
Stargazing,Chip Chrome & The Mono-Tones (Deluxe),The Neighbourhood,217026
Rose Quartz,Anything in Return,Toro y Moi,253119
Twilight,Ventura,Anderson .Paak,196221
Saturn,Saturn,SZA,186191
I Do (feat. SZA),Invasion of Privacy,Cardi B,200205
Must Be Nice,En Route,Durand Bernarr,225882
Ric Flair Drip (with Metro Boomin),Without Warning,Offset,172800
NC-17,ASTROWORLD,Travis Scott,156885
Complicated,Circles,Mac Miller,232211
Superhero (Heroes & Villains) [with Future & Chris Brown],HEROES & VILLAINS,Metro Boomin,182666
Feelings,Para Mi,Cuco,190070
lose,Birds In The Trap Sing McKnight,Travis Scott,200452
Laws of the Universe,Outer Peace,Toro y Moi,169351
Misery Business,Riot!,Paramore,211520
Efecto,Un Verano Sin Ti,Bad Bunny,213061
Scared To Death,BUBBA,KAYTRANADA,153360
Taste (feat. VanJess),BUBBA,KAYTRANADA,217320
//aguardiente y limón %ᵕ‿‿ᵕ%,Sin Miedo (del Amor y Otros Demonios) ∞,Kali Uchis,161539
Tightrope,BB/ANG3L,Tinashe,186094
Feel The Fiyaaaah (with A$AP Rocky & feat. Takeoff),HEROES & VILLAINS,Metro Boomin,189426
altar,blue water road,Kehlani,244635
PIT STOP,En Route,Durand Bernarr,91994
Them Changes,Drunk,Thundercat,188453
"Girl, so confusing featuring lorde","Girl, so confusing featuring lorde",Charli xcx,205938
The Medium,MAHAL,Toro y Moi,150605
Headshots (4r da Locals),The House Is Burning,Isaiah Rashad,193208
Small Worlds,Swimming,Mac Miller,5565
A Greater Love,Heaven To A Tortured Mind,Yves Tumor,184746
Right,Circles,Mac Miller,7270
Ring (feat. Kehlani),Invasion of Privacy,Cardi B,177139
just like magic,Positions,Ariana Grande,149900
Alright,To Pimp A Butterfly,Kendrick Lamar,199401
I Heard You’re Married (feat. Lil Wayne),Dawn FM,The Weeknd,263641
365 featuring shygirl,Brat and it’s completely different but also still brat,Charli xcx,121273
Low Life (feat. The Weeknd),EVOL,Future,313545
Rock With U,Discipline,Janet Jackson,97970
Haiku,Haiku,Jenevieve,212618
Head Over Heels,Head Over Heels,Jenevieve,228842
Love Quotes,Love Quotes,Jenevieve,195401
FLAMENCO,COWBOY CARTER,Beyoncé,100364
Head Over Heels,Head Over Heels,Jenevieve,2534
Dance Yrself Clean,This Is Happening,LCD Soundsystem,121600
Post Nut Clarity,Post Nut Clarity,Alemeda,113239
First Love Song,First Love Song,Alemeda,164819
Do My Thing,Essentials,Erika de Casier,226000
WYWD,Song Feel,Girl Unit,249836
FLAMENCO,COWBOY CARTER,Beyoncé,100364
Jam,Dangerous,Michael Jackson,338173
I Just Can't Stop Loving You (feat. Siedah Garrett) - 2012 Remaster,Bad 25th Anniversary,Michael Jackson,251760
The Way You Make Me Feel - 2012 Remaster,Bad 25th Anniversary,Michael Jackson,298120
Blood on the Dance Floor,BLOOD ON THE DANCE FLOOR/ HIStory In The Mix,Michael Jackson,253000
Bad - 2012 Remaster,Bad 25th Anniversary,Michael Jackson,247360
Black or White,Dangerous,Michael Jackson,232225
Money,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",Michael Jackson,281800
Black or White,Dangerous,Michael Jackson,3601
They Don't Care About Us,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",Michael Jackson,276230
You Rock My World,Invincible,Michael Jackson,327823
Heaven Can Wait,Invincible,Michael Jackson,288533
Al Capone,Bad 25th Anniversary,Michael Jackson,21641
You Rock My World - Radio Edit,Number Ones,Michael Jackson,14791
You Rock My World,The Essential Michael Jackson,Michael Jackson,308440
Rock with You - Single Version,Off the Wall,Michael Jackson,220626
Who Is It,Dangerous,Michael Jackson,393306
Can't Let Her Get Away,Dangerous,Michael Jackson,298400
Chicago,XSCAPE,Michael Jackson,245506
Another Part of Me - 2012 Remaster,Bad 25th Anniversary,Michael Jackson,234720
Remember the Time,Dangerous,Michael Jackson,239226
Dangerous,Dangerous,Michael Jackson,418872
Off the Wall,Off the Wall,Michael Jackson,246000
The Girl Is Mine (with Paul McCartney),Thriller,Michael Jackson,222333
Shake Your Body (Down to the Ground) - Single Edit,The Essential Michael Jackson,The Jacksons,224893
Wanna Be Startin' Somethin' - Single Version,The Essential Michael Jackson,Michael Jackson,257426
Streetwalker,Bad 25th Anniversary,Michael Jackson,353720
In the Closet,Dangerous,Michael Jackson,390573
Chicago,XSCAPE,Michael Jackson,5280
Haiku,Haiku,Jenevieve,212618
Dontcha,Feel Good,The Internet,201640
Give It Up 2 Me,B4 I Breakdown,Ojerime,178000
I Know Now (2003),4U,Ojerime,118500
Mansur's Interlude,B4 I Breakdown,Ojerime,260000
Alarming,Bad Influence,Ojerime,175557
4U,4U,Ojerime,136750
Come Over,Hive Mind,The Internet,321853
All I Ever Asked,What A Devastating Turn of Events,Rachel Chinouriri,217578
Never Need Me,What A Devastating Turn of Events,Rachel Chinouriri,205431
Roll (Burbank Funk),Hive Mind,The Internet,191026
It Gets Better (With Time),Hive Mind,The Internet,326533
Friendly Pressure - Into The Sunshine Edit,Friendly Pressure (Sunship Remixes),Jhelisa,229760
Funky Thang,Funky Thang,Shay Lia,160780
Everybody Everybody,Dreamland,Black Box,247001
U KNOW ME,U KNOW ME,COBRAH,81160
Microdosing,Microdosing,UNIIQU3,238167
WYWD - Remix,Song Feel,Girl Unit,210967
Ride on Time,Dreamland,Black Box,70363
Haiku,Haiku,Jenevieve,210396
"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",Fifty Shades Of Grey,The Weeknd,830
FLAMENCO,COWBOY CARTER,Beyoncé,100364
Post Nut Clarity,Post Nut Clarity,Alemeda,113239
Pitch the Baby,Heaven or Las Vegas,Cocteau Twins,194080
Después de la Playa,Un Verano Sin Ti,Bad Bunny,1845
Fifty-fifty Clown,Heaven or Las Vegas,Cocteau Twins,189006
Water Slide,The Age of Pleasure,Janelle Monáe,164880
"New Person, Same Old Mistakes",Currents,Tame Impala,80867
COZY,RENAISSANCE,Beyoncé,209397
ALIEN SUPERSTAR,RENAISSANCE,Beyoncé,55565
I'M THAT GIRL,RENAISSANCE,Beyoncé,207029
COZY,RENAISSANCE,Beyoncé,210372
COZY,RENAISSANCE,Beyoncé,3639
SWEET ★ HONEY ★ BUCKIIN',COWBOY CARTER,Beyoncé,163634
I'M THAT GIRL,RENAISSANCE,Beyoncé,62563
Days,Bird's Eye,Ravyn Lenae,243240
Dream Girl,Bird's Eye,Ravyn Lenae,219051
1 of 1,Bird's Eye,Ravyn Lenae,165006
4 Leaf Clover (feat. Steve Lacy),Crush EP,Ravyn Lenae,220100
Right of Spring,Moon Shoes EP,Ravyn Lenae,2900
Alarming,Bad Influence,Ojerime,175557
Sativa,Trip,Jhené Aiko,2334
All My Friends,Sound of Silver,LCD Soundsystem,9126
I Can Change,This Is Happening,LCD Soundsystem,23123
Daft Punk Is Playing at My House,LCD Soundsystem,LCD Soundsystem,25250
Dance Yrself Clean,This Is Happening,LCD Soundsystem,359435
Dontcha,Feel Good,The Internet,201640
Give It Up 2 Me,B4 I Breakdown,Ojerime,178000
Haiku,Haiku,Jenevieve,3315
PURE/HONEY,RENAISSANCE,Beyoncé,60279
Bad Girls - Verdine Version,True,Solange,310546
Don't Touch My Hair (feat. Sampha),A Seat at the Table,Solange,257546
Van Gogh,TWOPOINTFIVE,Aminé,6204
TEXAS HOLD 'EM (PONY UP) REMIX,TEXAS HOLD 'EM (PONY UP) REMIX,Beyoncé,200737
YA YA,COWBOY CARTER,Beyoncé,274766
II HANDS II HEAVEN,COWBOY CARTER,Beyoncé,341312
SWEET ★ HONEY ★ BUCKIIN',COWBOY CARTER,Beyoncé,59607
AMERIICAN REQUIEM,COWBOY CARTER,Beyoncé,324060
BLACKBIIRD,COWBOY CARTER,Beyoncé,130958
16 CARRIAGES,COWBOY CARTER,Beyoncé,128
MY ROSE,COWBOY CARTER,Beyoncé,52460
SMOKE HOUR ★ WILLIE NELSON,COWBOY CARTER,Beyoncé,0
FLAMENCO,COWBOY CARTER,Beyoncé,99380
THE LINDA MARTELL SHOW,COWBOY CARTER,Beyoncé,335
Diva,I AM...SASHA FIERCE,Beyoncé,200613
Bow Down - Homecoming Live,HOMECOMING: THE LIVE ALBUM,Beyoncé,87887
Single Ladies (Put a Ring on It),I AM...SASHA FIERCE,Beyoncé,1026
THIQUE,RENAISSANCE,Beyoncé,242765
Partition,Partition,Beyoncé,319466
"Independent Women, Pt. 1",Survivor,Destiny's Child,84986
Independent Women Pt. II,Survivor,Destiny's Child,61490
Why Don't You Love Me,I AM...SASHA FIERCE THE BONUS TRACKS,Beyoncé,215860
PROTECTOR,COWBOY CARTER,Beyoncé,1632
Sorry,Lemonade,Beyoncé,232560
Daddy Lessons,Lemonade,Beyoncé,287986
6 Inch (feat. The Weeknd),Lemonade,Beyoncé,2738
Hold Up,Lemonade,Beyoncé,221093
If I Were a Boy,I AM...SASHA FIERCE,Beyoncé,3359
Tu Vas a Volar,Vuelve el Merengue,Rubby Perez,296093
Freedom (feat. Kendrick Lamar),Lemonade,Beyoncé,4559
Freedom (feat. Kendrick Lamar),Lemonade,Beyoncé,292523
MY HOUSE,MY HOUSE,Beyoncé,262941
Crazy In Love (feat. JAY-Z),Dangerously In Love,Beyoncé,235148
Naughty Girl,Dangerously In Love,Beyoncé,207600
Baby Boy (feat. Sean Paul),Dangerously In Love,Beyoncé,243834
Hip Hop Star (feat. Big Boi & Sleepy Brown),Dangerously In Love,Beyoncé,221617
Be With You,Dangerously In Love,Beyoncé,259220
"Me, Myself and I",Dangerously In Love,Beyoncé,300160
Yes,Dangerously In Love,Beyoncé,258068
Signs (feat. Missy Elliott),Dangerously In Love,Beyoncé,297215
Speechless,Dangerously In Love,Beyoncé,359505
That's How You Like It (feat. JAY-Z),Dangerously In Love,Beyoncé,218208
The Closer I Get to You (feat. Beyoncé Knowles),Dangerously In Love,Luther Vandross,296734
Dangerously In Love,Dangerously In Love,Beyoncé,292199
Beyoncé Interlude,Dangerously In Love,Beyoncé,15413
Gift from Virgo,Dangerously In Love,Beyoncé,162972
Daddy,Dangerously In Love,Beyoncé,298333
Crazy In Love (feat. JAY-Z),Dangerously In Love,Beyoncé,4248
Before I Let Go - Homecoming Live Bonus Track,HOMECOMING: THE LIVE ALBUM,Beyoncé,768
FALLING RIZLAS,AZD,Actress,28373
Dangerously In Love,Dangerously In Love,Beyoncé,533
Dangerously In Love,Dangerously In Love,Beyoncé,768
SWEET ★ HONEY ★ BUCKIIN',COWBOY CARTER,Beyoncé,110100
FLAMENCO,COWBOY CARTER,Beyoncé,99380
THE LINDA MARTELL SHOW,COWBOY CARTER,Beyoncé,1775
BLACKBIIRD,COWBOY CARTER,Beyoncé,130960
16 CARRIAGES,COWBOY CARTER,Beyoncé,1200
TEXAS HOLD 'EM (PONY UP) REMIX,TEXAS HOLD 'EM (PONY UP) REMIX,Beyoncé,199480
Freaky Girls (feat. SZA),Good News,Megan Thee Stallion,1795
SWEET ★ HONEY ★ BUCKIIN',COWBOY CARTER,Beyoncé,296185
Baby Powder,Division,Jenevieve,176760
Thirsty,Quantum Baby,Tinashe,4000
Love Is Blind,Bird's Eye,Ravyn Lenae,874
Dream Girl,Bird's Eye,Ravyn Lenae,832
Days,Bird's Eye,Ravyn Lenae,661
Pilot,Bird's Eye,Ravyn Lenae,1770
Love Me Not,Bird's Eye,Ravyn Lenae,746
Candy,Bird's Eye,Ravyn Lenae,640
Be With You,Dangerously In Love,Beyoncé,260200
4 Leaf Clover (feat. Steve Lacy),Crush EP,Ravyn Lenae,220100
Haiku,Haiku,Jenevieve,212618
Delusional,Lifetime,Erika de Casier,147413
Police Scanner,Your Day Will Come,Chanel Beads,121528
Falter,Falter,Acopia,161813
Gonna Bleach My Eyebrows,Gonna Bleach My Eyebrows,Alemeda,134545
No Angel,BEYONCÉ [Platinum Edition],Beyoncé,211832
Be With You,Dangerously In Love,Beyoncé,3970
Shit,Bra-Less,Doechii,120058
Nikes,Blonde,Frank Ocean,3180
You Rock My World,The Essential Michael Jackson,Michael Jackson,333653
You Rock My World,Invincible,Michael Jackson,3512
Love Drought,Lemonade,Beyoncé,6058
WYWD,Song Feel,Girl Unit,320017
Post Nut Clarity,Post Nut Clarity,Alemeda,113239
Haiku,Haiku,Jenevieve,212618
Cico Buff,Blue Bell Knoll,Cocteau Twins,3202
"FUCKING YOUNG / PERFECT (feat. Charlie Wilson, Chaz Bundick, Sydney Bennett & Kali Uchis)",Cherry Bomb + Instrumentals,"Tyler, The Creator",1381
No Angel,BEYONCÉ [Platinum Edition],Beyoncé,227021
Float (feat. Seun Kuti & Egypt 80),The Age of Pleasure,Janelle Monáe,238027
Champagne Shit,The Age of Pleasure,Janelle Monáe,143200
LoveGame,The Fame Monster,Lady Gaga,216333
Starstruck,The Fame Monster,Lady Gaga,217120
reincarnated,GNX,Kendrick Lamar,4657
ReYup,3 Live Krew,Travis Porter,135627
Wanna Be (with Megan Thee Stallion),Ehhthang Ehhthang,GloRilla,156444
GTFO,Alligator Bites Never Heal,Doechii,160824
Thot Shit,Thot Shit,Megan Thee Stallion,184634
Money,Money,Cardi B,183527
Best Friend (feat. Doja Cat),Best Friend (feat. Doja Cat),Saweetie,155883
Poker Face,The Fame Monster,Lady Gaga,237200
Von dutch,BRAT,Charli xcx,164284
No Hands (feat. Roscoe Dash & Wale),Flockaveli,Waka Flocka Flame,22661
TILT,TILT - The 2nd Mini Album,Red Velvet - IRENE & SEULGI,184013
Falter,Falter,Acopia,161813
The Closer I Get to You (feat. Beyoncé Knowles),Dangerously In Love,Luther Vandross,18098
Mansur's Interlude,B4 I Breakdown,Ojerime,260897
Signs (feat. Missy Elliott),Dangerously In Love,Beyoncé,298200
"Me, Myself and I",Dangerously In Love,Beyoncé,301133
Why Don't You Love Me,I AM...SASHA FIERCE THE BONUS TRACKS,Beyoncé,217280
I Know Now (2003),4U,Ojerime,117478
You Rock My World,The Essential Michael Jackson,Michael Jackson,2031
Body Favors,Body Favors,Jae Stephens,176300
Taste (feat. VanJess),BUBBA,KAYTRANADA,217320
Formation,Lemonade,Beyoncé,94740
Formation,Lemonade,Beyoncé,111450
TEXAS HOLD 'EM (PONY UP) REMIX,TEXAS HOLD 'EM (PONY UP) REMIX,Beyoncé,200737
APESHIT,EVERYTHING IS LOVE,The Carters,264853
AMERICA HAS A PROBLEM,RENAISSANCE,Beyoncé,3607
Ran Out,Ran Out,JT,4342
AMERICA HAS A PROBLEM,RENAISSANCE,Beyoncé,198897
Ran Out,Ran Out,JT,12786
hey now (feat. dody6),GNX,Kendrick Lamar,217478
HEATED,RENAISSANCE,Beyoncé,70065
Diva,I AM...SASHA FIERCE,Beyoncé,200613
Peggy,Peggy,Ceechynaa,159336
Bow Down - Homecoming Live,HOMECOMING: THE LIVE ALBUM,Beyoncé,87887
Or What,SLUT SZN,NLE Choppa,199165
I Don't Like,Finally Rich,Chief Keef,293840
Hate Bein' Sober,Finally Rich,Chief Keef,14289
CRAZY (feat. PinkPantheress),CRAZY (feat. PinkPantheress),LE SSERAFIM,168000
MY HOUSE,MY HOUSE,Beyoncé,262941
Intimidated (feat. H.E.R.),Intimidated,KAYTRANADA,207840
Formation,Lemonade,Beyoncé,206080
Body Favors,Body Favors,Jae Stephens,3459
365 featuring shygirl,Brat and it’s completely different but also still brat,Charli xcx,121273
VIOLET SKIES,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,4939
Apple,BRAT,Charli xcx,148240
ALREADY,The Lion King: The Gift,Beyoncé,0
Talk talk featuring troye sivan,Talk talk featuring troye sivan,Charli xcx,173076
ALREADY,The Lion King: The Gift,Beyoncé,222529
Kitty Kat,B'Day Deluxe Edition,Beyoncé,235680
Check On It (feat. Bun B & Slim Thug),B'Day,Beyoncé,210453
Why Don't You Love Me,I AM...SASHA FIERCE THE BONUS TRACKS,Beyoncé,217280
Wet Vagina,Scarlet,Doja Cat,3705
Video Phone (feat. Lady Gaga),I AM...SASHA FIERCE THE BONUS TRACKS,Beyoncé,304693
Alarming,Bad Influence,Ojerime,175557
Wanna Quit All the Time,Underdressed at the Symphony,Faye Webster,275091
"Girl, so confusing featuring lorde",Brat and it’s completely different but also still brat,Charli xcx,3131
THIQUE,RENAISSANCE,Beyoncé,244792
THIQUE,RENAISSANCE,Beyoncé,36096
THIQUE,RENAISSANCE,Beyoncé,243799
ALL UP IN YOUR MIND,RENAISSANCE,Beyoncé,5927
Why Don't You Love Me,I AM...SASHA FIERCE THE BONUS TRACKS,Beyoncé,217280
Video Phone (feat. Lady Gaga),I AM...SASHA FIERCE THE BONUS TRACKS,Beyoncé,304693
Diva,I AM...SASHA FIERCE,Beyoncé,200613
TILT,TILT - The 2nd Mini Album,Red Velvet - IRENE & SEULGI,2838
I'M THAT GIRL,RENAISSANCE,Beyoncé,218451
COZY,RENAISSANCE,Beyoncé,216769
ALIEN SUPERSTAR,RENAISSANCE,Beyoncé,221942
CUFF IT,RENAISSANCE,Beyoncé,231688
ENERGY (feat. Beam),RENAISSANCE,Beyoncé,123274
BREAK MY SOUL,RENAISSANCE,Beyoncé,285447
CHURCH GIRL,RENAISSANCE,Beyoncé,231472
PLASTIC OFF THE SOFA,RENAISSANCE,Beyoncé,261208
VIRGO'S GROOVE,RENAISSANCE,Beyoncé,375666
MOVE (feat. Grace Jones & Tems),RENAISSANCE,Beyoncé,209937
HEATED,RENAISSANCE,Beyoncé,267660
THIQUE,RENAISSANCE,Beyoncé,251479
ALL UP IN YOUR MIND,RENAISSANCE,Beyoncé,176108
AMERICA HAS A PROBLEM,RENAISSANCE,Beyoncé,205199
PURE/HONEY,RENAISSANCE,Beyoncé,294708
SUMMER RENAISSANCE,RENAISSANCE,Beyoncé,280774
MY HOUSE,MY HOUSE,Beyoncé,269853
FLAMENCO,COWBOY CARTER,Beyoncé,106665
DESERT EAGLE,COWBOY CARTER,Beyoncé,78813
SWEET ★ HONEY ★ BUCKIIN',COWBOY CARTER,Beyoncé,303473
TEXAS HOLD 'EM (PONY UP) REMIX,TEXAS HOLD 'EM (PONY UP) REMIX,Beyoncé,206997
YA YA,COWBOY CARTER,Beyoncé,281298
BODYGUARD,COWBOY CARTER,Beyoncé,247189
II HANDS II HEAVEN,COWBOY CARTER,Beyoncé,348342
Pitch the Baby,Heaven or Las Vegas,Cocteau Twins,1300
BLUEPRINT,BLUEPRINT,Grace Sorensen,2177
Golden Boys,How I Do,Res,924
KISSING IN PUBLIC,LOVE ON DIGITAL,DESTIN CONRAD,1205
Satellites,HYPNOS,Ravyn Lenae,1208
KISSING IN PUBLIC,LOVE ON DIGITAL,DESTIN CONRAD,264
KISSING IN PUBLIC,LOVE ON DIGITAL,DESTIN CONRAD,348
Golden Boys,How I Do,Res,839
Golden Boys,How I Do,Res,458
KISSING IN PUBLIC,LOVE ON DIGITAL,DESTIN CONRAD,12525
Pitch the Baby,Heaven or Las Vegas,Cocteau Twins,224719
Fifty-fifty Clown,Heaven or Las Vegas,Cocteau Twins,196768
Haiku,Haiku,Jenevieve,219339
1 of 1,Bird's Eye,Ravyn Lenae,171310
4 Leaf Clover (feat. Steve Lacy),Crush EP,Ravyn Lenae,226827
Gonna Bleach My Eyebrows,Gonna Bleach My Eyebrows,Alemeda,141259
The Night Song,Crush EP,Ravyn Lenae,226590
Dream Girl,Bird's Eye,Ravyn Lenae,225694
Days,Bird's Eye,Ravyn Lenae,249738
Xtasy (Remix) [feat. Doechii],Xtasy (Remix) [feat. Doechii],Ravyn Lenae,277263
Yeah You,Seeing Sounds,N.E.R.D,252572
Tape You,In Search Of...,N.E.R.D,298049
Let Me Down Slowly,333,Tinashe,192385
Unconditional,333,Tinashe,204495
Somthing's Missing,Ego Death,The Internet,343095
Waitin,Take Me Apart,Kelela,217922
Lost in Translation,Chip Chrome & The Mono-Tones,The Neighbourhood,12853
Lost in Translation,Chip Chrome & The Mono-Tones,The Neighbourhood,190226
Pitch the Baby,Heaven or Las Vegas,Cocteau Twins,194080
Heaven or Las Vegas,Heaven or Las Vegas,Cocteau Twins,298400
Rose-Colored Boy,After Laughter,Paramore,212853
Turn It Off,Brand New Eyes,Paramore,259720
Saw You In A Dream,Saw You In A Dream,The Japanese House,43761
Cool To Be Unhappy,Cool To Be Unhappy,Elephant Castle,117841
Around Me (feat. Don Toliver),HEROES & VILLAINS,Metro Boomin,1416
Post Nut Clarity,Post Nut Clarity,Alemeda,113239
No Angel,BEYONCÉ [Platinum Edition],Beyoncé,228693
Stay Together,In Search Of...,N.E.R.D,4345
That's How You Like It (feat. JAY-Z),Dangerously In Love,Beyoncé,219200
Wat U Sed (feat. Doechii & Kal Banx),The House Is Burning,Isaiah Rashad,176682
Peggy,Peggy,Ceechynaa,159336
Suga Honey Iced Tea,Tasty,Kelis,203440
Bongos (feat. Megan Thee Stallion),Bongos (feat. Megan Thee Stallion),Cardi B,5019
Bongos (feat. Megan Thee Stallion),Bongos (feat. Megan Thee Stallion),Cardi B,9822
Funny Thing,It Is What It Is,Thundercat,116630
Hamptons,Submarine,The Marías,188400
360,BRAT,Charli xcx,133805
Needs,BB/ANG3L,Tinashe,146791
Igual Que Un Ángel (with Peso Pluma),ORQUÍDEAS,Kali Uchis,241117
Rock With U,Discipline,Janet Jackson,3204
Fifty-fifty Clown,Heaven or Las Vegas,Cocteau Twins,1393
HEARD ABOUT US,EVERYTHING IS LOVE,The Carters,190026
Ruthless,"Superclean, Vol. II",The Marías,247455
Come Back to Earth,Swimming,Mac Miller,4694
Garden (Say It Like Dat),Ctrl,SZA,208400
Un Millón,CINEMA,The Marías,167386
Skin Tight (feat. Steve Lacy),HYPNOS,Ravyn Lenae,13913
Juicy,Amala (Deluxe Version),Doja Cat,199586
Satisfy My Soul,Kaya,Bob Marley & The Wailers,222517
Check On It (feat. Bun B & Slim Thug),B'Day,Beyoncé,210453
Blue Boy,Salad Days,Mac DeMarco,4156
Signs (feat. Missy Elliott),Dangerously In Love,Beyoncé,882
Why Don't You Love Me,I AM...SASHA FIERCE THE BONUS TRACKS,Beyoncé,217280
Haiku,Haiku,Jenevieve,212618
No Angel,BEYONCÉ [Platinum Edition],Beyoncé,228693
Sound of Rain,When I Get Home,Solange,185960
Mad (feat. Lil Wayne),A Seat at the Table,Solange,235493
Taste (feat. VanJess),BUBBA,KAYTRANADA,57764
APESHIT,EVERYTHING IS LOVE,The Carters,7018
THIQUE,RENAISSANCE,Beyoncé,243809
ALL UP IN YOUR MIND,RENAISSANCE,Beyoncé,168847
AMERICA HAS A PROBLEM,RENAISSANCE,Beyoncé,197907
PURE/HONEY,RENAISSANCE,Beyoncé,287285
SUMMER RENAISSANCE,RENAISSANCE,Beyoncé,6739
I'M THAT GIRL,RENAISSANCE,Beyoncé,207029
COZY,RENAISSANCE,Beyoncé,209410
ALIEN SUPERSTAR,RENAISSANCE,Beyoncé,69000
CHURCH GIRL,RENAISSANCE,Beyoncé,223492
PLASTIC OFF THE SOFA,RENAISSANCE,Beyoncé,1991
Get Me Bodied,B'Day,Beyoncé,205813
Imma Be,THE E.N.D. (THE ENERGY NEVER DIES),Black Eyed Peas,257560
Tonight,Tonight,PinkPantheress,176897
Rush (feat. PinkPantheress & Hyunjin of Stray Kids),Rush (feat. PinkPantheress & Hyunjin of Stray Kids),Troye Sivan,172151
Starstruck,The Fame Monster,Lady Gaga,217120
S&M,Loud,Rihanna,243600
Upgrade U (feat. JAY-Z),B'Day,Beyoncé,272706
SLIDE,Alligator Bites Never Heal,Doechii,174288
365,BRAT,Charli xcx,203618
Telephone,The Fame Monster,Lady Gaga,220640
Rules,Hot Pink,Doja Cat,187040
Club classics,BRAT,Charli xcx,153526
Bad Romance,The Fame Monster,Lady Gaga,294573
Party (feat. André 3000),4,Beyoncé,245480
Cognac Queen,Tina Snow,Megan Thee Stallion,222752
Rich Baby Daddy (feat. Sexyy Red & SZA),For All The Dogs,Drake,247625
B2b featuring tinashe,Brat and it’s completely different but also still brat,Charli xcx,153387
Sex With Me,ANTI,Rihanna,206400
Diva,I AM...SASHA FIERCE,Beyoncé,200613
Rewind,BRAT,Charli xcx,168443
Needs,BB/ANG3L,Tinashe,146791
Freak Nasty,Tina Snow,Megan Thee Stallion,173798
Apple,BRAT,Charli xcx,151739
hey now (feat. dody6),GNX,Kendrick Lamar,217478
Pussy Talk,City On Lock,City Girls,147967
Ran Out,Ran Out,JT,142768
OKAY,City Cinderella,JT,164074
CHURCH GIRL,RENAISSANCE,Beyoncé,224472
Bow Down - Homecoming Live,HOMECOMING: THE LIVE ALBUM,Beyoncé,87887
Get Lit (feat. Fat Tony),LIVE.LOVE.A$AP,A$AP Rocky,178706
Savage Remix (feat. Beyoncé),Savage Remix (feat. Beyoncé),Megan Thee Stallion,242000
THIQUE,RENAISSANCE,Beyoncé,244792
